   0.0128248   0   
   0.0384745   0   
   0.0641241   0   
   0.0897737   0   
   0.115423   0   
   0.141073   0   
   0.166723   0   
   0.192372   0   
   0.218022   0   
   0.243672   0   
   0.269321   0   
   0.294971   0   
   0.32062   0   
   0.34627   0   
   0.37192   0   
   0.397569   0   
   0.423219   0   
   0.448869   0   
   0.474518   0   
   0.500168   0   
   0.525818   0   
   0.551467   0   
   0.577117   0   
   0.602767   0   
   0.628416   0   
   0.654066   0   
   0.679715   0   
   0.705365   0   
   0.731015   0   
   0.756664   0   
   0.782314   0   
   0.807964   0   
   0.833613   0   
   0.859263   0   
   0.884913   0   
   0.910562   0.0692895   
   0.936212   0.204828   
   0.961861   0.628723   
   0.987511   0.883686   
   1.01316   2.00083   
   1.03881   2.26261   
   1.06446   2.91543   
   1.09011   2.63482   
   1.11576   2.40548   
   1.14141   2.02297   
   1.16706   1.89813   
   1.19271   1.5801   
   1.21836   1.41751   
   1.24401   1.36894   
   1.26966   1.13154   
   1.29531   1.35683   
   1.32096   1.25526   
   1.34661   1.09701   
   1.37226   0.854261   
   1.39791   0.760725   
   1.42355   0.825697   
   1.4492   0.694145   
   1.47485   0.719735   
   1.5005   0.567754   
   1.52615   0.665997   
   1.5518   0.629252   
   1.57745   0.669562   
   1.6031   0.617569   
   1.62875   0.59015   
   1.6544   0.53526   
   1.68005   0.597915   
   1.7057   0.760259   
   1.73135   0.701964   
   1.757   0.721166   
   1.78265   1.02373   
   1.8083   1.11788   
   1.83395   1.02918   
   1.8596   1.15051   
   1.88525   1.16387   
   1.9109   0.90666   
   1.93655   1.09536   
   1.9622   1.03334   
   1.98785   1.15951   
   2.0135   1.30907   
   2.03915   1.10881   
   2.0648   1.15724   
   2.09045   1.23419   
   2.1161   1.27021   
   2.14174   1.21961   
   2.16739   1.21844   
   2.19304   1.24386   
   2.21869   1.14378   
   2.24434   1.09069   
   2.26999   1.11357   
   2.29564   0.955279   
   2.32129   0.954276   
   2.34694   0.981773   
   2.37259   0.890493   
   2.39824   0.885282   
   2.42389   0.866645   
   2.44954   0.929979   
   2.47519   0.995203   
   2.50084   0.869251   
   2.52649   0.870818   
   2.55214   0.790555   
   0.0128248   0   
   0.0384745   0   
   0.0641241   0   
   0.0897737   0   
   0.115423   0   
   0.141073   0   
   0.166723   0   
   0.192372   0   
   0.218022   0   
   0.243672   0   
   0.269321   0   
   0.294971   0   
   0.32062   0   
   0.34627   0   
   0.37192   0   
   0.397569   0   
   0.423219   0   
   0.448869   0   
   0.474518   0   
   0.500168   0   
   0.525818   0   
   0.551467   0   
   0.577117   0   
   0.602767   0   
   0.628416   0   
   0.654066   0   
   0.679715   0   
   0.705365   0   
   0.731015   0   
   0.756664   0   
   0.782314   0   
   0.807964   0   
   0.833613   0   
   0.859263   0   
   0.884913   0   
   0.910562   0   
   0.936212   0.155669   
   0.961861   0.457959   
   0.987511   1.11934   
   1.01316   2.01483   
   1.03881   2.12951   
   1.06446   2.52248   
   1.09011   2.77986   
   1.11576   2.61891   
   1.14141   1.90171   
   1.16706   1.5765   
   1.19271   1.71135   
   1.21836   1.76584   
   1.24401   1.6845   
   1.26966   1.3231   
   1.29531   1.18562   
   1.32096   1.18941   
   1.34661   1.12077   
   1.37226   0.827565   
   1.39791   0.635775   
   1.42355   0.680403   
   1.4492   0.683887   
   1.47485   0.756052   
   1.5005   0.657064   
   1.52615   0.551914   
   1.5518   0.656092   
   1.57745   0.652246   
   1.6031   0.709785   
   1.62875   0.649707   
   1.6544   0.692689   
   1.68005   0.61827   
   1.7057   0.723234   
   1.73135   0.699568   
   1.757   0.779325   
   1.78265   0.863274   
   1.8083   0.94877   
   1.83395   0.992879   
   1.8596   0.998906   
   1.88525   1.29925   
   1.9109   1.1171   
   1.93655   0.970891   
   1.9622   1.12287   
   1.98785   1.05955   
   2.0135   1.29312   
   2.03915   1.21935   
   2.0648   1.18082   
   2.09045   1.16517   
   2.1161   1.1387   
   2.14174   1.19769   
   2.16739   1.23525   
   2.19304   1.29911   
   2.21869   1.23715   
   2.24434   1.09782   
   2.26999   1.09406   
   2.29564   0.956641   
   2.32129   0.986263   
   2.34694   0.962216   
   2.37259   0.896872   
   2.39824   0.906508   
   2.42389   0.887425   
   2.44954   0.950326   
   2.47519   0.867433   
   2.50084   0.842841   
   2.52649   0.783061   
   2.55214   0.901916   
   0.0128248   0   
   0.0384745   0   
   0.0641241   0   
   0.0897737   0   
   0.115423   0   
   0.141073   0   
   0.166723   0   
   0.192372   0   
   0.218022   0   
   0.243672   0   
   0.269321   0   
   0.294971   0   
   0.32062   0   
   0.34627   0   
   0.37192   0   
   0.397569   0   
   0.423219   0   
   0.448869   0   
   0.474518   0   
   0.500168   0   
   0.525818   0   
   0.551467   0   
   0.577117   0   
   0.602767   0   
   0.628416   0   
   0.654066   0   
   0.679715   0   
   0.705365   0   
   0.731015   0   
   0.756664   0   
   0.782314   0   
   0.807964   0   
   0.833613   0   
   0.859263   0   
   0.884913   0   
   0.910562   0.0259835   
   0.936212   0.204828   
   0.961861   0.628723   
   0.987511   1.19298   
   1.01316   2.02182   
   1.03881   2.01638   
   1.06446   2.52248   
   1.09011   2.16345   
   1.11576   2.29587   
   1.14141   2.11668   
   1.16706   2.10903   
   1.19271   1.79717   
   1.21836   1.76584   
   1.24401   1.32254   
   1.26966   1.6394   
   1.29531   1.39107   
   1.32096   1.0536   
   1.34661   1.14849   
   1.37226   0.701714   
   1.39791   0.52185   
   1.42355   0.54574   
   1.4492   0.759115   
   1.47485   0.703227   
   1.5005   0.637926   
   1.52615   0.564247   
   1.5518   0.685914   
   1.57745   0.920648   
   1.6031   0.796413   
   1.62875   0.847326   
   1.6544   0.758285   
   1.68005   0.498687   
   1.7057   0.545511   
   1.73135   0.620507   
   1.757   0.816546   
   1.78265   0.779659   
   1.8083   0.89606   
   1.83395   0.954445   
   1.8596   0.946988   
   1.88525   1.17599   
   1.9109   1.22724   
   1.93655   0.974721   
   1.9622   1.13033   
   1.98785   1.13043   
   2.0135   1.33918   
   2.03915   1.3437   
   2.0648   1.20272   
   2.09045   1.15038   
   2.1161   1.10662   
   2.14174   1.06775   
   2.16739   1.21691   
   2.19304   1.32449   
   2.21869   1.18025   
   2.24434   1.04507   
   2.26999   1.14145   
   2.29564   1.01115   
   2.32129   0.964938   
   2.34694   0.900936   
   2.37259   0.91856   
   2.39824   0.980178   
   2.42389   1.00355   
   2.44954   0.855772   
   2.47519   0.783034   
   2.50084   0.812986   
   2.52649   0.858442   
   2.55214   0.864428   
   0.0128248   0   
   0.0384745   0   
   0.0641241   0   
   0.0897737   0   
   0.115423   0   
   0.141073   0   
   0.166723   0   
   0.192372   0   
   0.218022   0   
   0.243672   0   
   0.269321   0   
   0.294971   0   
   0.32062   0   
   0.34627   0   
   0.37192   0   
   0.397569   0   
   0.423219   0   
   0.448869   0   
   0.474518   0   
   0.500168   0   
   0.525818   0   
   0.551467   0   
   0.577117   0   
   0.602767   0   
   0.628416   0   
   0.654066   0   
   0.679715   0   
   0.705365   0   
   0.731015   0   
   0.756664   0   
   0.782314   0   
   0.807964   0   
   0.833613   0   
   0.859263   0   
   0.884913   0   
   0.910562   0   
   0.936212   0.0983175   
   0.961861   0.543341   
   0.987511   1.2077   
   1.01316   2.0638   
   1.03881   2.19606   
   1.06446   2.52882   
   1.09011   2.57439   
   1.11576   2.15743   
   1.14141   2.09463   
   1.16706   2.24611   
   1.19271   1.8628   
   1.21836   1.80455   
   1.24401   1.3411   
   1.26966   1.29192   
   1.29531   1.31403   
   1.32096   0.967169   
   1.34661   0.875232   
   1.37226   0.701714   
   1.39791   0.5733   
   1.42355   0.673315   
   1.4492   0.711243   
   1.47485   0.657006   
   1.5005   0.673012   
   1.52615   0.638247   
   1.5518   0.835026   
   1.57745   0.759029   
   1.6031   0.774057   
   1.62875   0.828376   
   1.6544   0.655956   
   1.68005   0.778562   
   1.7057   0.646714   
   1.73135   0.713943   
   1.757   0.644397   
   1.78265   0.815817   
   1.8083   0.983909   
   1.83395   0.933093   
   1.8596   0.973986   
   1.88525   0.897148   
   1.9109   0.963695   
   1.93655   1.29261   
   1.9622   1.31499   
   1.98785   1.20676   
   2.0135   1.17798   
   2.03915   1.37133   
   2.0648   1.2044   
   2.09045   1.20954   
   2.1161   1.14351   
   2.14174   1.07714   
   2.16739   1.08543   
   2.19304   1.07363   
   2.21869   1.12335   
   2.24434   1.06931   
   2.26999   1.24319   
   2.29564   1.03159   
   2.32129   1.01558   
   2.34694   0.980469   
   2.37259   1.03593   
   2.39824   0.851569   
   2.42389   0.979101   
   2.44954   0.834228   
   2.47519   0.777173   
   2.50084   0.879586   
   2.52649   0.906821   
   2.55214   0.908532   
   0.0128248   0   
   0.0384745   0   
   0.0641241   0   
