-0.336168 1.13392 0.736243
-0.336168 1.13392 0.736243
0.443088 1.28105 -0.381885
0.871669 1.15441 0.0158135
0.754607 0.174085 1.12478
0.754607 0.174085 1.12478
1.89899 0.131259 0.594224
1.89899 0.131259 0.594224
2.03204 -0.702859 -0.364972
1.05761 0.184371 -0.680355
0.526334 -0.354247 -0.298437
0.526334 -0.354247 -0.298437
0.526334 -0.354247 -0.298437
0.526334 -0.354247 -0.298437
0.838121 -0.603668 -0.270463
0.838121 -0.603668 -0.270463
0.838121 -0.603668 -0.270463
0.0283008 -0.820056 0.645875
0.0165921 0.0790137 1.07934
0.0165921 0.0790137 1.07934
0.316127 0.0891073 0.0806574
0.316127 0.0891073 0.0806574
0.316127 0.0891073 0.0806574
0.316127 0.0891073 0.0806574
0.316127 0.0891073 0.0806574
0.316127 0.0891073 0.0806574
0.316127 0.0891073 0.0806574
0.114571 0.0607709 -0.167369
0.114571 0.0607709 -0.167369
0.114571 0.0607709 -0.167369
0.114571 0.0607709 -0.167369
0.114571 0.0607709 -0.167369
0.298115 0.393862 -0.658543
0.298115 0.393862 -0.658543
1.02257 1.33273 -1.00692
2.01883 0.684473 -1.65286
0.870029 0.663351 -2.74064
1.95559 1.32456 -2.57849
0.953816 2.3562 -1.79248
0.953816 2.3562 -1.79248
0.498417 2.48952 -2.11681
0.799506 1.51369 -1.85492
0.799506 1.51369 -1.85492
0.799506 1.51369 -1.85492
1.79494 0.637299 -0.83288
2.05108 -0.0244923 -1.00294
2.04983 -0.885703 -0.323051
2.04983 -0.885703 -0.323051
2.07574 -0.852532 0.265115
1.62736 -0.355462 -0.0152114
1.00076 0.775592 -0.653233
0.256973 0.895988 -0.249047
-0.657964 0.864116 -0.411929
-0.657964 0.864116 -0.411929
-0.657964 0.864116 -0.411929
-0.657964 0.864116 -0.411929
-0.267844 0.0661254 -0.90207
0.359204 0.668475 -0.732433
0.83994 -0.476071 -0.890418
0.871546 -0.494575 0.0619765
-0.146795 -0.78891 0.793186
-0.146795 -0.78891 0.793186
-0.146795 -0.78891 0.793186
-0.146795 -0.78891 0.793186
-0.146795 -0.78891 0.793186
