0 1.5 35.5017
1 1.5 35.2755
2 1.5 35.774
3 1.5 35.774
4 1.5 35.1647
5 1.5 35.1647
6 1.5 34.7519
7 1.5 34.7519
8 1.5 34.7519
9 1.5 34.0439
10 1.5 34.0439
11 1.5 34.0439
12 1.5 33.0036
13 1.5 33.0036
14 1.5 33.8769
15 1.5 33.8769
16 1.5 33.8769
17 1.5 33.8769
18 1.5 32.4773
19 1.5 32.2142
20 1.5 30.4087
21 1.5 30.2239
22 1.5 31.0005
23 1.5 31.0005
24 1.5 31.0005
25 1.5 30.7089
26 1.5 31.0133
27 1.5 31.0133
28 1.5 30.9757
29 1.5 30.9757
30 1.5 30.2421
31 1.5 30.3557
32 1.5 28.7119
33 1.5 28.7119
34 1.5 28.7119
35 1.5 28.5554
36 1.5 28.5554
37 1.5 27.7836
38 1.5 27.7836
39 1.5 27.6421
40 1.5 26.5211
41 1.5 26.5211
42 1.5 26.5211
43 1.5 26.5211
44 1.5 26.502
45 1.5 26.502
46 1.5 26.5786
47 1.5 26.7815
48 1.5 28.5131
49 1.5 28.4999
50 1.5 28.4999
51 1.5 28.7287
52 1.5 29.4168
53 1.5 29.6847
54 1.5 29.6847
55 1.5 29.6847
56 1.5 29.6847
57 1.5 29.6741
58 1.5 29.5502
59 1.5 29.5502
60 1.5 29.5502
61 1.5 29.5502
62 1.5 31.6035
63 1.5 31.6035
64 1.5 31.6035
65 1.5 31.517
66 1.5 31.1897
67 1.5 32.12
68 1.5 31.8845
69 1.5 31.8845
70 1.5 31.8845
71 1.5 30.7387
72 1.5 30.7387
73 1.5 30.4011
74 1.5 29.8668
75 1.5 31.0083
76 1.5 31.0083
77 1.5 31.0083
78 1.5 30.7622
79 1.5 30.7622
80 1.5 30.696
81 1.5 31.682
82 1.5 31.3353
83 1.5 31.3353
84 1.5 30.4846
85 1.5 30.4846
86 1.5 30.4846
87 1.5 28.9942
88 1.5 28.3412
89 1.5 27.3177
90 1.5 29.4158
91 1.5 30.8912
92 1.5 30.8912
93 1.5 31.543
94 1.5 30.113
95 1.5 30.113
96 1.5 31.2135
97 1.5 31.2135
98 1.5 31.2135
99 1.5 31.2135
100 1.499 31.2135
101 1.499 31.2135
102 1.499 30.0801
103 1.499 30.0417
104 1.499 30.0417
105 1.499 30.0417
106 1.499 30.3418
107 1.499 30.2614
108 1.499 29.8627
109 1.499 29.8436
110 1.499 29.8436
111 1.499 29.8436
112 1.499 31.862
113 1.499 31.862
114 1.499 31.862
115 1.499 32.5154
116 1.499 30.7351
117 1.499 32.2695
118 1.499 32.2695
119 1.499 32.2695
120 1.499 32.0044
121 1.499 30.6242
122 1.499 31.4823
123 1.499 31.4823
124 1.499 31.4823
125 1.499 30.9214
126 1.499 30.861
127 1.499 32.8358
128 1.499 33.0058
129 1.499 33.0058
130 1.499 33.0058
131 1.499 32.9331
132 1.499 31.9543
133 1.499 31.547
134 1.499 31.547
135 1.499 31.547
136 1.499 31.547
137 1.499 31.547
138 1.499 29.9494
139 1.499 32.4022
140 1.499 32.4022
141 1.499 32.4022
142 1.499 31.4479
143 1.499 31.4479
144 1.499 31.4479
145 1.499 31.4479
146 1.499 31.4669
147 1.499 32.0313
148 1.499 32.0313
149 1.499 31.7612
