-0.818601   0.574363
-0.798749   0.601664
-0.62158   0.78335
-0.318371   0.947966
-0.244961   0.969533
0.172278   0.985048
0.757142   0.65325
0.824138   0.566388
0.947597   0.319469
0.996451   0.0841715
0.998287   0.058502
0.976125   -0.217211
0.961832   -0.273641
0.955898   -0.293699
0.862006   -0.506899
0.804912   -0.593395
0.586409   -0.810015
0.346348   -0.938106
0.332199   -0.943209
0.328985   -0.944335
0.246686   -0.969096
-0.13036   -0.991467
-0.414342   -0.910121
-0.496211   -0.868202
-0.513482   -0.8581
-0.765159   -0.643841
-0.818277   -0.574825
-0.83581   -0.549018
-0.940071   -0.34098
-0.965796   -0.259305
-0.993305   -0.115522
-0.853116   0.521721
-0.818601   0.574363
