0.9 11.8463 0.0394417
0.9 11.8463 0.0394417
0.9 11.8463 0.0394417
0.9 11.8463 0.0394417
0.9 11.8463 0.0394417
1 8.21204 0.028089
1.1 6.04585 0.0192204
1.2 4.66524 0.0124029
1.3 3.76297 0.00992226
1.4 3.106 0.0048808
1.5 2.60571 0.00574679
1.6 2.23709 0.00391317
1.7 1.95261 0.003194
1.8 1.70746 0.00281918
1.9 1.53312 0.00201236
2 1.37295 0.00199402
2.1 1.24791 0.00174164
2.2 1.14172 0.00155913
2.3 1.04576 0.0010353
2.4 0.96433 0.001419
2.5 0.896608 0.0013442
