-5.46857 1.19987
-5.57222 0.716152
-5.66238 0.257173
-5.59864 0.567872
-5.63206 0.529938
-5.55703 0.927962
-5.58562 0.786359
-5.65026 0.496738
-5.6114 0.63032
-5.61605 0.620838
-5.60087 0.741977
-5.54651 0.999162
-5.5738 0.862353
-5.62766 0.643003
-5.57519 0.800566
-5.62147 0.543416
-5.48774 1.21891
-5.52159 1.11877
-5.43805 1.5417
-5.51073 1.09402
-5.42903 1.47525
-5.43601 1.44521
-5.40548 1.56957
-5.48113 1.24553
-5.52348 1.10978
-5.54688 1.00071
-5.51703 1.1592
-5.58159 0.806269
-5.55393 0.922304
-5.61075 0.712538
-5.51537 1.1963
-5.49439 1.23045
-5.49456 1.23111
-5.50391 1.16736
-5.47283 1.21604
-5.55121 0.765584
-5.639 0.390695
-5.55984 0.748815
-5.46493 1.18527
-5.62425 0.472964
-5.60364 0.626527
-5.57868 0.662538
-5.54295 0.811117
-5.49963 1.07317
-5.53651 0.886062
-5.57829 0.676432
-5.53198 0.798786
-5.47478 1.0994
-5.43552 1.34357
-5.50138 1.02994
-5.50983 0.948453
-5.40819 1.39354
-5.37288 1.51963
-5.43546 1.28694
-5.42686 1.38727
-5.49517 1.09924
-5.55408 0.80241
-5.60563 0.528304
-5.64966 0.309123
-5.59094 0.534092
-5.62352 0.384823
-5.58348 0.603889
-5.58595 0.584367
-5.52401 0.822127
-5.5723 0.706324
-5.55265 0.780231
-5.4679 1.19506
-5.4886 1.28839
-5.37103 1.90529
-5.46972 1.48032
-5.53023 1.18975
-5.56955 0.927891
-5.53734 1.05018
-5.43675 1.4992
-5.47752 1.35272
-5.41683 1.62248
-5.50215 1.15941
-5.47808 1.29894
-5.47837 1.32382
-5.57827 0.890606
-5.55889 0.975712
-5.44728 1.54879
-5.53735 1.22237
-5.50082 1.34797
-5.42084 1.6646
-5.5176 1.24101
-5.49362 1.22836
-5.43668 1.46116
-5.52672 1.10729
-5.61017 0.759351
-5.53191 1.11047
-5.49215 1.25563
-5.53714 1.01273
-5.60526 0.717696
-5.61043 0.686589
-5.63882 0.517973
-5.48948 1.22309
-5.49208 1.27429
-5.52604 1.1766
-5.5792 0.964241
-5.5177 1.21641
-5.46478 1.43025
-5.47857 1.21348
-5.42875 1.37796
-5.45423 1.32405
-5.42999 1.50151
-5.49613 1.25042
-5.53264 1.15155
-5.46299 1.45217
-5.43318 1.55296
-5.51162 1.19221
-5.54648 1.06325
-5.50458 1.21315
-5.53101 1.00625
